term,x,y
tylenol,2.1125278,-0.94794995
q4h,-8.144826,-1.3144859
tum,6.9959383,-6.224099
renally,0.87982255,4.1918783
salt,7.477831,-3.5894656
lispro,-8.299212,3.635494
rub,-0.47965804,-6.161612
thin,1.351084,-8.875841
cocaine,-3.1077073,-12.060614
potassium,13.409712,-3.9486935
fentanyl,5.9832673,9.726436
gm,10.145275,-1.5704739
levofloxacin,-13.052534,-9.040376
q6h,-10.651789,-1.633005
plavix,-1.2624995,-0.42635304
etoh,2.6797478,-8.175722
vasopressin,8.080088,3.8411849
nad,1.9326115,-6.5574636
underestimated,0.61890125,-10.233412
aminophylline,0.052190684,8.782813
sennoside,5.8564653,-1.162417
og,8.071955,-6.622126
alprazolam,3.2542317,11.769118
daptomycin,-13.067477,-9.960673
primidone,2.862023,6.4791408
famotidine,-4.7029037,10.137859
bisacodyl,0.31048504,1.1742841
phenylephrine,1.3905038,8.5208645
abx,4.9725494,-8.684601
ca,7.4774203,-5.069997
gantrisin,1.142065,-3.6708164
creatinine,7.71402,-1.5350544
cromolyn,-3.3290927,13.134112
wnl,3.9155467,-8.82918
metronidazole,-11.300339,-8.311746
glipizide,-7.7535653,3.9555647
statin,-3.7907083,3.8433752
amp,8.933351,-5.8322926
piperacillin-tazobactam,-13.967147,-8.968844
dilt,2.8838842,-8.978751
pho,9.713836,-7.8169756
allopurinol,-5.0292296,2.8543587
spine,1.2585454,-12.8421
250/50,-4.4381237,13.906906
mmm,6.0774736,-10.28301
vanco,1.8158517,-5.6375613
oxybutynin,4.1536403,13.68787
diltiazem,-0.44148257,7.549415
nitroglycerine,-0.7615578,9.7838
rosuvastatin,-6.2507844,5.2147226
breaths/min,9.125152,-2.936556
minocycline,-9.8260145,-8.284588
fh,8.146826,-11.384487
peep,-0.35477462,-9.13612
neosynephrine,4.960377,2.3718126
q12h,-10.658389,-1.5669057
ps,7.613711,-9.516391
corticosteroid,6.53861,0.9349491
ampicillin-sulbactam,-13.674357,-8.78675
ezetimibe,-6.559608,5.4979124
adenosine,-0.46606928,-3.4014251
glu,2.1675189,-10.703639
amiodorone,4.068225,-4.644702
propranolol,-0.94856036,7.9516377
digoxin,0.17458542,5.378499
anti-ischemic,-2.163995,4.510144
cisatracurium,6.5209956,8.803205
lasix,-0.42479473,3.9522374
bronchodilator,-2.7145646,13.862217
lactate,9.012734,0.4926543
hip,1.2306488,-12.911402
isosorbide,-1.7810173,9.971154
benzodiazepine,3.8353353,9.098876
wct,5.869291,-7.2729197
cefipime,-10.03356,-7.2061186
ep,6.500997,-9.322554
non-aerosol,4.526346,-5.3919435
mirtazapine,2.5102086,12.949729
dopamine,8.253838,4.5274262
hydrocortisone,-4.3396964,-1.4907734
heparin,-2.1611326,0.17097859
alcohol,-2.1810458,-11.885122
vancomycin,-12.700345,-9.471532
omeprazole,-5.776484,9.886872
basline,5.409449,-4.840105
iron,11.58707,-4.2191095
aspirin,-3.9846919,2.5004153
cilostazol,-5.2329326,3.858239
sulfisoxazole,-12.046103,-7.8723783
ampicillin/penicillin,3.0348773,-5.400733
oxycodone,5.656027,12.33585
gabapentin,3.586018,12.703907
steroid,6.5895476,0.8908096
levothyroxine,-3.5194595,-0.73801273
multivitamin,-2.637814,-2.8324704
cream,2.2571087,2.599795
keflex,3.4724908,-5.209228
verapamil,-0.4037169,7.4782586
albuterol,-2.899527,13.801901
calcium,13.07972,-3.5772762
q3h,3.9955897,-5.579014
dnr,-0.10125993,-4.885068
nafcillin,-13.684687,-7.861605
rrr,3.8702407,-8.340697
a-line,6.546176,-8.38131
cefazolin,-12.887844,-7.802906
ptx,10.269449,-8.357407
hydromorphone,5.803897,12.305703
appetite,5.5838323,-2.3304565
ramipril,-4.3519998,7.0637593
lidocaine,6.564205,10.0358
mcg,-9.215862,-0.3821671
montelukast,-3.4167058,13.46302
pnd,4.168688,-13.275457
erythromycin,-12.049996,-8.97101
thiamine,-1.9628794,-4.4510794
hg,5.8497615,-7.832798
spiriva,4.313117,-4.9896755
keppra,2.6486137,-2.6608448
o2,8.709418,-11.718809
occ,5.239931,-11.209968
peg,10.506069,-10.364373
fludarabine,-5.8162427,-3.4693687
amio,2.9466097,-6.115184
heroin,-3.1113071,-12.06764
coumadin,-3.1589658,1.8922026
sulfonate,-2.092653,-6.3622313
ativan,3.4010856,-0.5824996
imi,5.5531178,-9.626205
labetalol,-1.4816923,7.921395
asa,1.7013384,-7.447481
metoprolol,-2.6011665,7.4051642
prednisone,-5.702333,-3.0059128
lotion,2.2538574,2.6087468
sulfamethoxazole/trimethoprim,-13.238643,-8.393268
gentamicin,-11.925325,-9.485194
vf,6.8741937,-11.129713
midazolam,5.683656,9.813025
q72h,3.5253067,-4.6363006
citalopram,2.376786,12.883018
solumedrol,-5.445611,-1.8758808
duragesic,4.1618786,-5.205679
sodium,13.722146,-4.4991097
ceftriaxone,-12.847256,-8.342428
lactulose,0.6770254,-0.09617715
lamictal,3.188871,-3.2540107
epinephrine,7.4712286,4.3930693
capsule,0.6250334,-7.803864
la,-3.3728619,-8.579066
compazine,4.196636,-1.2138028
protonix,4.248128,-5.592975
propofol,6.1719937,9.507437
ondansetron,2.645839,10.675574
sevelamer,-4.139148,5.0671988
meperidine,5.5879145,10.084844
trazodone,2.9580235,12.552842
fenofibrate,-6.5369096,4.9094977
cytoxan,-5.8099785,-3.4324589
lorazepam,3.7386568,10.896084
morphine,4.760438,10.234303
lisinopril,-4.174178,7.187833
cimetidine,-4.468863,10.11156
gr,10.145633,-1.5706252
diphenhydramine,2.3428462,10.33432
stemi,4.3994346,-5.9456043
q8h,-10.738125,-1.6889178
bicarb,7.2476664,-3.145531
nitrite,11.998927,-5.728523
avelox,2.6653295,-4.666683
haloperidol,2.5674164,12.000694
disopyramide,0.7658498,6.261181
tng,4.893963,-5.995771
versed,2.0692408,-3.6542103
cyanocobalamin,-2.599273,-3.6511974
hbsag,3.8752553,-6.6713524
troponin-t,3.5387142,-6.2086244
hydralazine,-1.7418238,7.699111
mysoline,4.490853,-0.3151545
cholecalciferol,-2.7033625,-3.359261
codeine,5.4393544,12.002869
cephalexin,-12.458079,-7.4974136
captopril,-3.3755603,7.184756
ak,7.141019,-13.118706
levophed,4.3982263,-2.0597165
demerol,3.7822602,1.4927214
unasyn,3.4712417,-4.976294
beta-blockade,-2.3158371,6.1014276
fluticasone,-3.9383495,13.910696
midodrine,-1.7524866,8.426166
acetaminophen,4.16991,7.395322
oxygen,9.262343,-4.1272697
cipro,2.0423868,-4.777541
sulfonamide,1.1937898,-4.6781316
levaquin,3.016937,-4.575391
flumazenil,3.514271,9.618737
de,-3.3647532,-8.576046
bicarbonate,14.174614,-4.6870427
no,5.189956,-4.1237407
op,6.7623177,-7.2644496
clindamycin,-12.5535965,-8.51655
carvedilol,-2.8075564,6.5859685
zosyn,3.4421732,-7.5828605
w/,3.6008792,-11.486638
enoxaparin,-2.8400474,1.0202367
magnesium,12.93881,-3.9505413
integrilin,-0.5150692,-1.9724072
nitrate,12.097089,-5.6054373
imodium,2.9151356,-3.6601405
pantoprazole,-5.987353,9.871776
drop,0.5615627,-6.640532
diuril,4.039712,-2.4101682
vecuronium,6.57085,8.703341
quinidine,0.62512773,6.2403092
ciprofloxacin,-12.558498,-8.821566
musculo,-0.96097434,-7.747962
nd,3.1644478,-9.724538
valium,4.367396,4.1455216
milrinone,-0.095249064,9.098553
atorvastatin,-6.196169,5.1074047
th,6.140478,-12.899536
inh,0.948974,-5.5587783
mg,-9.106078,-0.47663647
penicillin,-11.663066,-10.724076
glucose,9.009102,1.0549704
methylprednisolone,-5.1929884,-1.903346
dm,4.573305,-10.22134
neostigmine,2.3683505,8.845056
