term,x,y
milrinone,2.398249,-6.258129
dm,-1.4199625,6.278941
cigarette,-3.6025033,-6.6635513
step-father,-4.5025697,-0.49280357
propranolol,2.519242,-6.4330297
be,-0.34940135,0.14053667
ffect,0.4919212,-0.2220619
remeron,0.9542863,-0.33254874
6061,3.0902345,3.2974179
7617,-1.8145833,-2.6748972
silver,3.3101583,3.5361123
etoh,-1.258563,1.4011189
qh,0.58002365,6.6644077
prozac,1.3563924,-3.44057
ime,0.574237,0.21125564
niddm,0.86114323,0.4140579
fl,1.0130258,2.5951562
ecstasy,-1.7468956,-8.015934
da,4.3675523,4.332228
steroid,-3.6560345,-3.3242912
chemo,-0.072378755,-0.8322537
muffin,3.8909945,-1.6076066
dx,0.33102378,8.193241
valium,3.3621876,-6.235498
gree,-1.6466355,4.310584
fentanyl,3.7437034,-7.248126
pt-1,0.36160648,1.3431202
poa,-1.1783215,4.1349807
9198,-2.8418021,-0.75221694
anti-depressant,0.6095736,-8.104326
phospholipid,-0.51656306,0.9866904
sr,0.7890083,5.9111075
tylenol,2.2298858,-3.3706965
ise,-0.15734011,0.86004823
sil,-4.0786114,3.630992
citalopram,1.6377257,-8.171625
quin,-1.9143044,-1.2242205
psy,-2.7902806,2.3551266
poe,0.23983623,2.6101515
cva,0.21666542,2.2791424
paxil,1.2928215,-1.4270531
h,5.1870418,-2.052281
prog,-0.31877556,-0.9698775
multivitamin,-1.882094,-4.749876
folate,7.2279067,0.952036
hes,-2.9284601,3.6424267
dob,1.4636453,3.1461053
lactulose,2.6217055,-2.8730276
bpg,-0.26902607,5.7259135
hx,-0.23494339,5.717847
ings,0.8066269,0.69499475
relat,0.68798625,0.28378287
adderall,2.880226,-1.1481522
borax,5.8157854,-1.2400768
oxycodone,3.0417397,-7.655708
7943,-2.823018,-1.6431724
cc,-3.2135177,0.61516637
lasix,2.8745165,-4.325637
dtr,-1.7827796,3.7557256
mother/sister,0.87687993,0.8282318
